진료년도,시도,진료과목,환자수,명세서 청구건수,입내원일수,요양급여비용총액,보험자부담금
2019,경기,한방응급,227 ,260 ,260 ,9857810 ,5925610 
2019,강원,일반의,5588 ,7142 ,15837 ,1536951640 ,1087346420 
2019,강원,내과,382717 ,1757514 ,2517676 ,393835410070 ,311032063110 
2019,강원,신경과,60078 ,207804 ,331624 ,43254032950 ,31474803670 
2019,강원,정신건강의학과,36675 ,198232 ,402526 ,33463367350 ,24682081440 
2019,강원,외과,84751 ,217379 ,415287 ,80096367000 ,63323235850 
2019,강원,정형외과,224669 ,792637 ,1205289 ,126327030660 ,90074325310 
2019,강원,신경외과,79909 ,242066 ,482100 ,74115928810 ,57706244670 
2019,강원,흉부외과,10426 ,27166 ,41937 ,15759772530 ,12592401140 
2019,강원,성형외과,10251 ,27627 ,36948 ,4525466330 ,3120826140 
2019,강원,마취통증의학과,11572 ,37927 ,38522 ,2396795240 ,1392911030 
2019,강원,산부인과,39813 ,118055 ,172565 ,22797215430 ,17467233240 
2019,강원,소아청소년과,45705 ,170979 ,225944 ,27923274360 ,23686254090 
2019,강원,안과,38166 ,100381 ,103678 ,16318184160 ,10659731670 
2019,강원,이비인후과,50822 ,125383 ,145316 ,17639413000 ,11865988900 
2019,강원,피부과,24654 ,72034 ,74321 ,3444096260 ,1793564190 
2019,강원,비뇨의학과,33444 ,114182 ,136566 ,18074644150 ,13271014350 
2019,강원,영상의학과,640 ,1139 ,1158 ,150569630 ,88648070 
2019,강원,방사선종양학과,3237 ,38514 ,38493 ,13586714780 ,12890938830 
2019,강원,재활의학과,15066 ,110491 ,298560 ,34537866650 ,26274131210 
2019,강원,핵의학과,87 ,193 ,193 ,45200320 ,41064680 
2019,강원,가정의학과,36976 ,105600 ,258621 ,18524117470 ,13360363240 
2019,강원,응급의학과,191467 ,258972 ,271689 ,44377367220 ,28405706250 
2019,강원,직업환경의학과,638 ,3315 ,3346 ,35865010 ,22946000 
2019,강원,예방의학과,6 ,10 ,224 ,22002410 ,16514630 
2019,강원,구강악안면외과,20001 ,45349 ,46564 ,3851960070 ,2405161850 
2019,강원,치과보철과,5162 ,10942 ,11221 ,1838463210 ,1210819510 
2019,강원,치과교정과,445 ,549 ,549 ,36224870 ,13811870 
2019,강원,소아치과,4810 ,9654 ,9675 ,583390840 ,370675920 
2019,강원,치주과,8003 ,14491 ,14474 ,832083730 ,507070740 
2019,강원,치과보존과,14201 ,29476 ,29276 ,1521151830 ,893918900 
2019,강원,구강내과,6158 ,8596 ,8596 ,482523850 ,294123240 
2019,강원,예방치과,2362 ,2448 ,2448 ,160605640 ,101211440 
2019,강원,치과,9 ,12 ,2 ,5232810 ,3673800 
2019,강원,한방내과,2699 ,11475 ,10670 ,937962600 ,714344750 
2019,강원,한방부인과,31 ,68 ,84 ,3414700 ,2268760 
2019,강원,한방소아과,272 ,1221 ,1225 ,37658740 ,23219600 
2019,강원,한방안·이비인후·피부과,709 ,3695 ,4421 ,164680230 ,107764520 
2019,강원,한방신경정신과,137 ,420 ,493 ,22765630 ,14805450 
2019,강원,침구과,3995 ,16361 ,13032 ,966597780 ,712596540 
2019,강원,한방재활의학과,2178 ,7377 ,7894 ,429787610 ,295453810 
2019,강원,사상체질과,352 ,1607 ,2503 ,121463610 ,85685560 
2019,충북,일반의,563 ,1534 ,1851 ,36762970 ,25157380 
2019,충북,내과,308938 ,1409552 ,2115426 ,286137255150 ,223456314380 
2019,충북,신경과,54432 ,169424 ,258981 ,35713174250 ,24544120970 
2019,충북,정신건강의학과,26154 ,154462 ,516778 ,44803216110 ,33823953500 
2019,충북,외과,81140 ,228023 ,547506 ,83857022150 ,64754926680 
2019,충북,정형외과,174229 ,632019 ,1070987 ,122252643180 ,88335883070 
2019,충북,신경외과,87761 ,283719 ,524889 ,72695951680 ,54651544020 
2019,충북,흉부외과,11257 ,32144 ,60066 ,10334521290 ,8094004240 
2019,충북,성형외과,10476 ,37739 ,54064 ,4616480780 ,3177163200 
2019,충북,마취통증의학과,13387 ,33293 ,62129 ,3618631920 ,2564577760 
2019,충북,산부인과,66994 ,217969 ,357583 ,35306163940 ,27170933690 
2019,충북,소아청소년과,74675 ,452551 ,533313 ,39805864430 ,33555772660 
2019,충북,안과,26111 ,61230 ,62355 ,7632378650 ,4971785070 
2019,충북,이비인후과,40822 ,97005 ,119762 ,10627905820 ,6910727690 
2019,충북,피부과,14502 ,43502 ,43780 ,2140983560 ,1209309510 
2019,충북,비뇨의학과,37437 ,124091 ,150280 ,20583160880 ,14623752930 
2019,충북,영상의학과,4894 ,6001 ,6006 ,678023010 ,487742050 
2019,충북,방사선종양학과,1043 ,19886 ,20610 ,9469320520 ,8974403350 
2019,충북,진단검사의학과,14 ,15 ,15 ,389960 ,193860 
2019,충북,결핵과,2 ,24 ,716 ,56942610 ,47323160 
2019,충북,재활의학과,21042 ,124904 ,427945 ,49159536280 ,37726201000 
2019,충북,핵의학과,26 ,204 ,5500 ,428587320 ,332413940 
2019,충북,가정의학과,69365 ,180897 ,587780 ,42754788420 ,31595082820 
2019,충북,응급의학과,152989 ,197860 ,212270 ,31567323810 ,19357066980 
2019,충북,직업환경의학과,165 ,701 ,11543 ,927384440 ,694940680 
2019,충북,예방의학과,135 ,583 ,12075 ,977280580 ,750628430 
2019,충북,약국,53 ,384 ,9511 ,747550210 ,579082230 
2019,충북,보건기관의과,13 ,25 ,396 ,33657070 ,25984960 
2019,충북,구강악안면외과,24950 ,57414 ,61548 ,4639430020 ,2733790400 
2019,충북,치과보철과,11415 ,23004 ,22639 ,1876431080 ,1235091740 
2019,충북,치과교정과,127 ,152 ,152 ,5156620 ,3114920 
2019,충북,소아치과,3171 ,6663 ,6654 ,412225130 ,277967830 
2019,충북,치주과,4761 ,6771 ,6760 ,354061220 ,213578820 
2019,충북,치과보존과,12766 ,27892 ,27666 ,1653123690 ,1015041320 
2019,충북,구강내과,28 ,34 ,33 ,1575360 ,973800 
2019,충북,영상치의학과,7 ,7 ,7 ,170990 ,103090 
2019,충북,예방치과,4 ,4 ,4 ,229640 ,138040 
2019,충북,치과,2414 ,2776 ,2759 ,106614060 ,65412920 
2019,충북,통합치의학과,1 ,1 ,1 ,39280 ,23580 
2019,충북,한방내과,9595 ,40441 ,36909 ,2876853210 ,2110499390 
2019,충북,한방부인과,791 ,2038 ,2404 ,95293240 ,63191990 
2019,충북,한방소아과,376 ,1887 ,1907 ,42509110 ,26295570 
2019,충북,한방안·이비인후·피부과,824 ,3345 ,3490 ,96180600 ,60437300 
2019,충북,한방신경정신과,305 ,1121 ,1411 ,68156920 ,45351220 
2019,충북,침구과,13658 ,60451 ,64059 ,3388480620 ,2359582060 
2019,충북,한방재활의학과,9039 ,37185 ,44922 ,2945455750 ,1876791890 
2019,충북,사상체질과,1026 ,2690 ,3829 ,181468300 ,126403630 
2019,충북,한방응급,462 ,803 ,803 ,23239350 ,14009550 
2019,충남,일반의,639 ,1187 ,2678 ,162368790 ,118460170 
2019,충남,내과,400552 ,1643943 ,2516227 ,363182361070 ,281694647020 
2019,충남,신경과,62090 ,208967 ,455177 ,50420283710 ,35541140130 
2019,충남,정신건강의학과,31893 ,211653 ,584918 ,49153202440 ,37080773300 
2019,충남,외과,98166 ,312569 ,952553 ,128219932270 ,100161693600 
2019,충남,정형외과,280117 ,937430 ,1438702 ,144428632330 ,102363270080 
2019,충남,신경외과,92447 ,261038 ,498092 ,78755822690 ,60715855370 
2019,충남,흉부외과,10553 ,19917 ,46037 ,12664467830 ,10056336610 
2019,충남,성형외과,8395 ,25280 ,43947 ,6404358310 ,4247035640 
2019,충남,마취통증의학과,13373 ,32210 ,54692 ,4163857530 ,2938667220 
2019,충남,산부인과,83899 ,256055 ,399785 ,45281700290 ,34547431260 
2019,충남,소아청소년과,94588 ,645034 ,820161 ,59303930730 ,50460602820 
2019,충남,안과,34840 ,86204 ,88646 ,12569226170 ,7691124460 
2019,충남,이비인후과,49261 ,120753 ,143107 ,17742318380 ,11162052350 
2019,충남,피부과,24583 ,79056 ,83835 ,5145864860 ,2579708250 
2019,충남,비뇨의학과,52400 ,174618 ,235105 ,24745499780 ,17260873160 
2019,충남,영상의학과,3940 ,6249 ,29944 ,2779762120 ,2091701470 
2019,충남,방사선종양학과,1918 ,24975 ,25646 ,10226255580 ,9692559240 
2019,충남,병리과,88 ,563 ,13502 ,913797190 ,673593190 
2019,충남,진단검사의학과,62 ,265 ,6505 ,522990490 ,397500810 
2019,충남,재활의학과,22463 ,147227 ,492353 ,50529589530 ,38273496750 
2019,충남,핵의학과,167 ,572 ,710 ,247504540 ,231138950 
2019,충남,가정의학과,59676 ,162869 ,904242 ,71681489500 ,54202767380 
2019,충남,응급의학과,223151 ,284383 ,298387 ,49662515890 ,31227559730 
2019,충남,직업환경의학과,3288 ,16113 ,21664 ,1207680010 ,858832070 
2019,충남,예방의학과,67 ,153 ,2113 ,165552420 ,125028690 
2019,충남,구강악안면외과,28309 ,59026 ,61915 ,4978045530 ,3260091120 
2019,충남,치과보철과,26542 ,51545 ,49988 ,5581126970 ,3761676920 
2019,충남,치과교정과,1899 ,2374 ,2374 ,107952830 ,65452340 
2019,충남,소아치과,23287 ,50969 ,50965 ,2545469040 ,1702459210 
2019,충남,치주과,29295 ,52473 ,52097 ,2941193790 ,1808940940 
2019,충남,치과보존과,38960 ,89134 ,88550 ,4912116580 ,2963050750 
2019,충남,구강내과,4641 ,14457 ,14451 ,709326080 ,427942190 
2019,충남,영상치의학과,669 ,758 ,749 ,34015250 ,20784450 
2019,충남,구강병리과,1 ,1 ,1 ,38970 ,23470 
2019,충남,예방치과,2748 ,2997 ,2987 ,200678560 ,126266340 
2019,충남,치과,190 ,340 ,313 ,25640370 ,17091590 
2019,충남,통합치의학과,7209 ,9585 ,9551 ,841424790 ,504920210 
2019,충남,한방내과,15846 ,78687 ,49613 ,6263482920 ,4844781000 
2019,충남,한방부인과,424 ,1748 ,1986 ,78153180 ,51138800 
2019,충남,한방소아과,558 ,2086 ,2194 ,68118220 ,44340650 
2019,충남,한방안·이비인후·피부과,635 ,2828 ,3445 ,152446170 ,100291980 
2019,충남,한방신경정신과,225 ,1009 ,964 ,88879580 ,66098380 
2019,충남,침구과,16223 ,67438 ,71590 ,4256895940 ,2957265390 
2019,충남,한방재활의학과,4730 ,21547 ,25583 ,1671504710 ,1054475650 
2019,충남,사상체질과,304 ,1664 ,2418 ,112303470 ,83117190 
2019,전북,일반의,950 ,1052 ,2885 ,1389901760 ,1087091040 
2019,전북,내과,423390 ,2029003 ,3299177 ,440637388090 ,341743006980 
2019,전북,신경과,80643 ,293961 ,489443 ,59198715360 ,40430796160 
2019,전북,정신건강의학과,27931 ,169580 ,480782 ,43452000070 ,32891995640 
2019,전북,외과,127139 ,402062 ,1161740 ,152691874090 ,118470356940 
2019,전북,정형외과,282706 ,1045412 ,1791933 ,190541951030 ,137527639990 
2019,전북,신경외과,125358 ,442873 ,845739 ,98037855360 ,74080116710 
2019,전북,흉부외과,7652 ,19245 ,96231 ,20231363550 ,16172901540 
2019,전북,성형외과,7876 ,25510 ,57331 ,9814178330 ,7023851260 
2019,전북,마취통증의학과,26368 ,81552 ,120088 ,7360071120 ,4985944720 
2019,전북,산부인과,63160 ,198446 ,476890 ,53367944060 ,41588642660 
2019,전북,소아청소년과,76852 ,412183 ,599720 ,57881917570 ,48109913740 
2019,전북,안과,57235 ,158748 ,177009 ,18260521990 ,12157744130 
2019,전북,이비인후과,49794 ,172738 ,210911 ,18219306030 ,12500691970 
2019,전북,피부과,33186 ,87017 ,109880 ,5878682040 ,3622066660 
2019,전북,비뇨의학과,60447 ,190479 ,261500 ,31514558000 ,22461662340 
2019,전북,영상의학과,1146 ,2403 ,17706 ,1313579700 ,1064737440 
2019,전북,방사선종양학과,1728 ,32783 ,32771 ,12387466290 ,11777170910 
2019,전북,진단검사의학과,18 ,24 ,84 ,5471660 ,4397540 
2019,전북,결핵과,2 ,17 ,489 ,34324490 ,25445030 
2019,전북,재활의학과,38270 ,247798 ,781756 ,88279508490 ,68101304440 
2019,전북,핵의학과,255 ,936 ,3994 ,425124520 ,348728740 
2019,전북,가정의학과,87279 ,281993 ,2089154 ,166450705500 ,126919389160 
2019,전북,응급의학과,183880 ,247975 ,257141 ,39195071470 ,23394145720 
2019,전북,직업환경의학과,292 ,1182 ,28251 ,2121199050 ,1568885650 
2019,전북,예방의학과,115 ,118 ,118 ,5915440 ,2961940 
2019,전북,구강악안면외과,10778 ,29571 ,34586 ,4226184500 ,2801389160 
2019,전북,치과보철과,1915 ,4153 ,4027 ,944441980 ,654346240 
2019,전북,치과교정과,541 ,654 ,653 ,56035730 ,34557420 
2019,전북,소아치과,5398 ,15246 ,15231 ,981245350 ,654555160 
2019,전북,치주과,9727 ,24299 ,24239 ,1603521220 ,968581260 
2019,전북,치과보존과,11931 ,32654 ,32520 ,1798910100 ,1091853530 
2019,전북,구강내과,4053 ,13481 ,13468 ,727040760 ,441848480 
2019,전북,치과,2100 ,5383 ,5359 ,391704920 ,241389040 
2019,전북,한방내과,13679 ,62322 ,64891 ,7792006840 ,5944385490 
2019,전북,한방부인과,1000 ,5820 ,8432 ,468666780 ,332047950 
2019,전북,한방소아과,917 ,2713 ,2848 ,72489680 ,48196780 
2019,전북,한방안·이비인후·피부과,445 ,2430 ,2763 ,120119700 ,79276170 
2019,전북,한방신경정신과,1050 ,4860 ,10291 ,753074080 ,544747450 
2019,전북,침구과,44403 ,158045 ,336412 ,26874401450 ,19635139310 
2019,전북,한방재활의학과,9269 ,33543 ,56731 ,5406101250 ,3959088290 
2019,전북,사상체질과,2967 ,9585 ,22229 ,1986630690 ,1477346680 
2019,전북,한방응급,420 ,1108 ,1106 ,37377520 ,22721250 
2019,전북,한방,1 ,1 ,1 ,7820 ,4720 
2019,전남,일반의,52 ,4247 ,4247 ,766934700 ,692432900 
2019,전남,내과,553848 ,2590708 ,4397253 ,523153940720 ,418518387740 
2019,전남,신경과,69135 ,220037 ,438942 ,49580562890 ,35774316910 
2019,전남,정신건강의학과,36730 ,198447 ,587264 ,45533838970 ,34660723210 
2019,전남,외과,168042 ,476696 ,1383124 ,167166094160 ,129194184660 
2019,전남,정형외과,379040 ,1313748 ,2252016 ,215903972690 ,155595414110 
2019,전남,신경외과,150546 ,474108 ,808101 ,89285846750 ,66332736630 
2019,전남,흉부외과,25628 ,89516 ,193067 ,24299586750 ,19039439700 
2019,전남,성형외과,5019 ,14696 ,45547 ,3226850710 ,2373677460 
2019,전남,마취통증의학과,32679 ,78084 ,137894 ,8536296150 ,5976267760 
2019,전남,산부인과,111585 ,352277 ,625350 ,60895878860 ,47996489910 
2019,전남,소아청소년과,159583 ,1141661 ,1478995 ,79614511120 ,66712661480 
2019,전남,안과,17786 ,38947 ,39488 ,2791750040 ,1862786720 
2019,전남,이비인후과,101500 ,294107 ,395957 ,24488216840 ,17661045120 
2019,전남,피부과,47217 ,83191 ,84431 ,2552508770 ,1750685320 
2019,전남,비뇨의학과,44845 ,144454 ,174443 ,24257468470 ,18112801250 
2019,전남,영상의학과,2502 ,4142 ,20942 ,1766844860 ,1314364680 
2019,전남,방사선종양학과,3653 ,62293 ,62086 ,25159965430 ,23863986270 
2019,전남,병리과,2 ,2 ,2 ,48320 ,45920 
2019,전남,진단검사의학과,4 ,4 ,4 ,125030 ,97830 
2019,전남,결핵과,24 ,96 ,893 ,68835830 ,54387250 
2019,전남,재활의학과,17655 ,117359 ,354977 ,32382143350 ,24526473930 
2019,전남,핵의학과,817 ,3416 ,21100 ,1853143940 ,1599087240 
2019,전남,가정의학과,64218 ,207382 ,1462316 ,110087074960 ,83659198040 
2019,전남,응급의학과,223573 ,309244 ,313771 ,39023754280 ,25313702490 
2019,전남,직업환경의학과,497 ,1161 ,18485 ,1384505760 ,1027947200 
2019,전남,예방의학과,65 ,265 ,5802 ,439337140 ,331625940 
2019,전남,구강악안면외과,29031 ,54850 ,54325 ,2754440580 ,1757607240 
2019,전남,치과보철과,13413 ,30355 ,29666 ,3991118060 ,2680620470 
2019,전남,치과교정과,2028 ,2473 ,2473 ,104909510 ,63414910 
2019,전남,소아치과,10040 ,23833 ,23831 ,1610377500 ,1046702400 
2019,전남,치주과,17904 ,26239 ,26225 ,1296348530 ,805177050 
2019,전남,치과보존과,39783 ,86989 ,86849 ,4679739890 ,2927913060 
2019,전남,구강내과,1879 ,4526 ,4526 ,210205330 ,133218730 
2019,전남,영상치의학과,1 ,1 ,1 ,63820 ,38320 
2019,전남,구강병리과,1 ,1 ,1 ,59200 ,35600 
2019,전남,예방치과,1045 ,1519 ,1501 ,104701410 ,74658980 
2019,전남,치과,474 ,824 ,739 ,61205690 ,41797500 
2019,전남,한방내과,23081 ,104351 ,112454 ,12369457520 ,9336127240 
2019,전남,한방부인과,3010 ,8986 ,20811 ,1985431140 ,1431857050 
2019,전남,한방소아과,418 ,1511 ,501 ,138838590 ,108625270 
2019,전남,한방안·이비인후·피부과,1705 ,5856 ,14105 ,929199240 ,648554720 
2019,전남,침구과,34983 ,109206 ,241293 ,18236177230 ,13555157870 
2019,전남,한방재활의학과,6216 ,17540 ,36731 ,2700259070 ,1892653500 
2019,전남,사상체질과,2145 ,5530 ,8919 ,505679260 ,351663500 
2019,전남,한방,1 ,1 ,1 ,28440 ,18540 
2019,경북,일반의,137 ,781 ,10347 ,832581640 ,627944210 
2019,경북,내과,496237 ,2245818 ,3713467 ,432400637860 ,333555623580 
2019,경북,신경과,116715 ,395881 ,666215 ,70078103420 ,47830671380 
2019,경북,정신건강의학과,46973 ,287941 ,978901 ,73204555350 ,55460099230 
2019,경북,외과,109263 ,310101 ,1220371 ,128992850360 ,96900690810 
2019,경북,정형외과,331683 ,1258812 ,2001647 ,196243031570 ,139559258330 
2019,경북,신경외과,147837 ,484583 ,978733 ,140008027580 ,105065425280 
2019,경북,흉부외과,15359 ,34361 ,146149 ,18248648650 ,13782136570 
2019,경북,성형외과,24940 ,64614 ,83962 ,8839992740 ,6101433710 
2019,경북,마취통증의학과,18825 ,44934 ,111574 ,7611031670 ,5381678370 
2019,경북,산부인과,114745 ,354264 ,643545 ,60168184140 ,46103705890 
2019,경북,소아청소년과,128398 ,713473 ,899633 ,46941017590 ,37918369820 
2019,경북,안과,54833 ,135740 ,158981 ,14775774110 ,9844886420 
2019,경북,이비인후과,94243 ,211998 ,296163 ,21699693010 ,14416319950 
2019,경북,피부과,28563 ,64044 ,67611 ,3569509640 ,2447020550 
2019,경북,비뇨의학과,70550 ,229511 ,302265 ,28015595250 ,19476757770 
2019,경북,영상의학과,3877 ,5021 ,5057 ,763626950 ,542989160 
2019,경북,방사선종양학과,950 ,16003 ,21938 ,7174331490 ,6811642790 
2019,경북,병리과,45 ,212 ,4163 ,397178700 ,307867570 
2019,경북,진단검사의학과,258 ,262 ,333 ,49651180 ,28386280 
2019,경북,결핵과,1 ,1 ,1 ,37210 ,26810 
2019,경북,재활의학과,22501 ,131806 ,644627 ,69040304260 ,53182669550 
2019,경북,핵의학과,16 ,154 ,4561 ,253109790 ,146096030 
2019,경북,가정의학과,78943 ,244160 ,1435437 ,107218674280 ,80349177600 
2019,경북,응급의학과,269234 ,348797 ,367133 ,54590410900 ,34741000680 
2019,경북,직업환경의학과,2807 ,7784 ,8850 ,537174610 ,396839470 
2019,경북,예방의학과,4199 ,14444 ,32441 ,2752025310 ,1936894950 
2019,경북,보건기관한방,1 ,1 ,31 ,2659510 ,1995920 
2019,경북,구강악안면외과,30196 ,52383 ,52021 ,2224225040 ,1350397500 
2019,경북,치과보철과,4608 ,10678 ,9685 ,3570178470 ,2489982970 
2019,경북,치과교정과,419 ,471 ,471 ,18252620 ,11479720 
2019,경북,소아치과,9051 ,14033 ,14032 ,1089067930 ,731567130 
2019,경북,치주과,34594 ,53053 ,52833 ,3017941560 ,1851024930 
2019,경북,치과보존과,55182 ,128263 ,127272 ,7670066980 ,4785120270 
2019,경북,구강내과,920 ,983 ,979 ,86410540 ,51988620 
2019,경북,영상치의학과,1931 ,2041 ,2041 ,80891490 ,48833490 
2019,경북,예방치과,4691 ,7226 ,7220 ,310404940 ,193454740 
2019,경북,치과,1519 ,1785 ,1818 ,87790990 ,55825340 
2019,경북,통합치의학과,4 ,5 ,5 ,165940 ,109140 
2019,경북,한방내과,18303 ,100169 ,41649 ,7321118550 ,5752779410 
2019,경북,한방부인과,427 ,1622 ,2024 ,92695600 ,62657670 
2019,경북,한방소아과,1126 ,3177 ,5254 ,224506750 ,153679380 
2019,경북,한방안·이비인후·피부과,250 ,957 ,1037 ,45054880 ,29074450 
2019,경북,한방신경정신과,746 ,3490 ,3401 ,211653690 ,145899140 
2019,경북,침구과,10150 ,44122 ,34290 ,2874075020 ,2128412890 
2019,경북,한방재활의학과,1 ,2 ,0 ,203250 ,162600 
2019,경북,사상체질과,481 ,1739 ,1958 ,84609190 ,55237300 
2019,경북,한방응급,241 ,297 ,297 ,11118590 ,6710590 
2019,경남,일반의,813 ,3909 ,749 ,302351710 ,246319800 
2019,경남,내과,988688 ,4457442 ,7136419 ,860903489890 ,670969779910 
2019,경남,신경과,174378 ,629163 ,1387306 ,150375129460 ,106825988470 
2019,경남,정신건강의학과,43875 ,267956 ,1140230 ,95279480190 ,72587573450 
2019,경남,외과,184806 ,519176 ,1437275 ,217859091180 ,167291557110 
2019,경남,정형외과,595424 ,2461695 ,3733576 ,349222225610 ,247630840080 
2019,경남,신경외과,260733 ,905273 ,1656119 ,179230015190 ,132222588550 
2019,경남,흉부외과,16939 ,49322 ,197887 ,53851083010 ,44276907040 
2019,경남,성형외과,11709 ,29862 ,38440 ,5217288870 ,3250338410 
2019,경남,마취통증의학과,24520 ,51870 ,127222 ,8765165400 ,5971877690 
2019,경남,산부인과,154686 ,480877 ,748835 ,78645948220 ,59987994720 
2019,경남,소아청소년과,303857 ,2219362 ,2776675 ,198216684270 ,167646417270 
2019,경남,안과,51992 ,157639 ,166177 ,22754339570 ,13980002470 
2019,경남,이비인후과,115955 ,277903 ,364235 ,32710317330 ,22225905040 
2019,경남,피부과,51132 ,132589 ,137590 ,6560568360 ,3768555730 
2019,경남,비뇨의학과,78735 ,237796 ,312237 ,42500787490 ,30248173960 
2019,경남,영상의학과,3952 ,5955 ,6945 ,2788687390 ,2387497910 
2019,경남,방사선종양학과,3154 ,51848 ,51831 ,17931070480 ,17029745240 
2019,경남,병리과,2 ,2 ,20 ,1012520 ,574110 
2019,경남,진단검사의학과,89 ,475 ,1077 ,42529210 ,33633560 
2019,경남,결핵과,904 ,3635 ,25824 ,3591285490 ,3378484460 
2019,경남,재활의학과,64497 ,423898 ,1512534 ,158395846330 ,121097067470 
2019,경남,핵의학과,13620 ,21984 ,22061 ,788820640 ,558366830 
2019,경남,가정의학과,73998 ,231111 ,1814776 ,136827053450 ,102310078270 
2019,경남,응급의학과,397985 ,561160 ,601764 ,73758316210 ,46812970910 
2019,경남,직업환경의학과,2832 ,7366 ,7643 ,429285700 ,295079680 
2019,경남,예방의학과,4 ,4 ,4 ,788270 ,473070 
2019,경남,구강악안면외과,57192 ,117259 ,123710 ,8953065970 ,5741305810 
2019,경남,치과보철과,5640 ,13647 ,12543 ,5252718220 ,3672317710 
2019,경남,치과교정과,471 ,700 ,700 ,55489020 ,35150960 
2019,경남,소아치과,8274 ,16622 ,16687 ,847816040 ,585798250 
2019,경남,치주과,44228 ,74220 ,74138 ,3864593270 ,2374528400 
2019,경남,치과보존과,94154 ,216272 ,216635 ,11680314610 ,7106464670 
2019,경남,구강내과,4299 ,12239 ,12239 ,657486800 ,429504570 
2019,경남,영상치의학과,536 ,568 ,508 ,23757580 ,14792150 
2019,경남,구강병리과,2 ,2 ,2 ,69450 ,41750 
2019,경남,예방치과,1544 ,3141 ,3007 ,269267870 ,180859040 
2019,경남,치과,29574 ,66983 ,66146 ,4021290210 ,2546235400 
2019,경남,통합치의학과,4 ,4 ,4 ,117780 ,70880 
2019,경남,한방내과,19564 ,111448 ,33483 ,11182123070 ,8891098160 
2019,경남,한방부인과,2140 ,7608 ,9400 ,461801000 ,325986600 
2019,경남,한방소아과,1777 ,6153 ,5037 ,328039850 ,249205400 
2019,경남,한방안·이비인후·피부과,493 ,2643 ,3156 ,123473120 ,87191360 
2019,경남,한방신경정신과,369 ,1489 ,1826 ,106798960 ,66477290 
2019,경남,침구과,11349 ,57278 ,57256 ,4485936010 ,3339344800 
2019,경남,한방재활의학과,16235 ,67638 ,104162 ,6157425610 ,4237812230 
2019,경남,사상체질과,326 ,1881 ,2354 ,122734290 ,92005630 
2019,제주,내과,129679 ,696059 ,933773 ,135357966940 ,107088796580 
2019,제주,신경과,32523 ,121114 ,188067 ,18700962900 ,13083063960 
2019,제주,정신건강의학과,10967 ,61657 ,120267 ,9326150370 ,6948977150 
2019,제주,외과,33294 ,89516 ,148771 ,25459726620 ,19785080740 
2019,제주,정형외과,59204 ,226794 ,361175 ,43317443800 ,31119506030 
2019,제주,신경외과,26588 ,85556 ,161939 ,26678654580 ,21074643940 
2019,제주,흉부외과,3337 ,8162 ,12875 ,3361427840 ,2675028950 
2019,제주,성형외과,3190 ,8266 ,11877 ,1307270380 ,916602160 
2019,제주,마취통증의학과,7654 ,16459 ,23633 ,1659586610 ,1018913090 
2019,제주,산부인과,19429 ,63637 ,89900 ,11698278460 ,9068545950 
2019,제주,소아청소년과,27810 ,129592 ,171008 ,17602336530 ,15368039930 
2019,제주,안과,19379 ,57162 ,58870 ,7003193910 ,4465899830 
2019,제주,이비인후과,15059 ,34880 ,40507 ,4048375520 ,2739354560 
2019,제주,피부과,3527 ,8740 ,9144 ,524466540 ,349482240 
2019,제주,비뇨의학과,17571 ,65316 ,76037 ,9518767810 ,6981561070 
2019,제주,영상의학과,3102 ,4012 ,4012 ,464434110 ,355489330 
2019,제주,방사선종양학과,861 ,14095 ,14095 ,5149539360 ,4890656660 
2019,제주,병리과,1 ,1 ,1 ,0 ,0 
2019,제주,진단검사의학과,10 ,41 ,41 ,843110 ,423110 
2019,제주,재활의학과,10077 ,98333 ,219143 ,20602776610 ,15729833260 
2019,제주,핵의학과,291 ,979 ,1054 ,437743020 ,399690140 
2019,제주,가정의학과,10112 ,29448 ,114417 ,9338298600 ,7216114180 
2019,제주,응급의학과,99413 ,130837 ,136098 ,24515743390 ,16074568490 
2019,제주,구강악안면외과,5581 ,15076 ,15053 ,1232603430 ,795126940 
2019,제주,치과보철과,136 ,357 ,318 ,185616430 ,129718730 
2019,제주,소아치과,189 ,289 ,289 ,7945110 ,4922310 
2019,제주,치주과,1199 ,1557 ,1556 ,80957290 ,48948690 
2019,제주,치과보존과,6254 ,15710 ,15678 ,850957000 ,509777620 
2019,제주,구강병리과,1 ,1 ,1 ,105830 ,63530 
2019,제주,치과,10 ,10 ,1 ,3698790 ,2591550 
2019,제주,한방내과,377 ,2349 ,1203 ,197156020 ,157157600 
2019,제주,침구과,337 ,1398 ,677 ,97326100 ,77971340 
2019,세종,일반의,1 ,1 ,1 ,34570 ,17370 
2019,세종,내과,3134 ,5702 ,20378 ,1569302570 ,1121468190 
2019,세종,정신건강의학과,92 ,762 ,10827 ,797719010 ,638555220 
2019,세종,외과,1926 ,4459 ,30026 ,2713647600 ,1999481450 
2019,세종,정형외과,4673 ,12849 ,30757 ,2245037770 ,1599655640 
2019,세종,신경외과,2155 ,5848 ,47737 ,3773578470 ,2773651020 
2019,세종,흉부외과,105 ,407 ,8547 ,639185070 ,474027720 
2019,세종,마취통증의학과,2 ,7 ,184 ,13909810 ,10764800 
2019,세종,산부인과,928 ,1954 ,17538 ,1244011930 ,907103540 
2019,세종,소아청소년과,2630 ,5285 ,7682 ,594506720 ,488691140 
2019,세종,비뇨의학과,1 ,1 ,1 ,99370 ,64670 
